77.9945	49	18
77.9945	49	18
74.9944	49	18
71.9944	49	18
77.9945	49	18
77.9945	49	18
77.9945	49	19
77.9945	49	19
77.9945	50	18
80.9945	50	18
74.9944	50	17
71.9944	50	17
74.9944	50	17
74.9944	50	17
74.9944	50	17
71.9944	50	17
68.9944	50	16
71.9944	50	17
65.9943	50	17
71.9944	50	17
71.9944	50	17
71.9944	50	17
74.9944	50	17
68.9944	50	17
68.9944	50	17
71.9944	50	17
71.9944	50	17
71.9944	50	17
65.9943	50	17
65.9943	50	17
65.9943	50	17
71.9944	50	17
74.9944	50	18
71.9944	50	18
68.9944	50	18
77.9945	50	18
71.9944	50	18
74.9944	50	18
74.9944	50	18
77.9945	50	18
74.9944	50	18
71.9944	50	18
68.9944	50	17
71.9944	50	18
74.9944	50	18
74.9944	50	18
71.9944	50	18
77.9945	50	18
74.9944	50	18
71.9944	50	18
68.9944	50	18
65.9943	50	18
65.9943	50	18
68.9944	50	17
68.9944	50	16
71.9944	50	16
68.9944	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	15
68.9944	50	15
59.9942	50	14
62.9943	50	13
65.9943	50	13
62.9943	50	13
65.9943	50	13
65.9943	50	14
68.9944	50	14
65.9943	50	14
68.9944	50	14
62.9943	50	14
65.9943	50	13
62.9943	50	13
62.9943	50	13
62.9943	50	14
65.9943	50	14
68.9944	50	14
65.9943	50	14
62.9943	50	14
62.9943	50	14
68.9944	50	14
68.9944	50	14
65.9943	50	14
68.9944	50	14
65.9943	50	14
62.9943	50	13
62.9943	50	13
62.9943	50	13
62.9943	50	13
65.9943	50	14
65.9943	50	14
62.9943	50	15
65.9943	50	15
65.9943	50	14
62.9943	50	14
68.9944	50	15
71.9944	50	15
71.9944	50	16
71.9944	50	16
68.9944	50	14
65.9943	50	14
68.9944	50	14
65.9943	50	13
65.9943	50	13
65.9943	50	15
30.9973	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	16
71.9944	50	16
68.9944	50	17
71.9944	50	18
68.9944	50	18
68.9944	50	18
74.9944	50	18
68.9944	50	17
71.9944	50	17
68.9944	50	17
68.9944	50	17
65.9943	50	17
68.9944	50	17
68.9944	50	17
68.9944	50	17
71.9944	50	17
71.9944	50	17
71.9944	50	18
71.9944	50	18
74.9944	50	18
71.9944	50	18
71.9944	50	18
74.9944	50	18
74.9944	50	18
65.9943	50	18
68.9944	50	18
74.9944	50	18
71.9944	50	18
74.9944	50	18
74.9944	50	18
74.9944	50	18
71.9944	50	17
71.9944	50	17
71.9944	50	17
77.9945	49	19
77.9945	49	19
77.9945	49	19
80.9945	49	20
77.9945	49	20
77.9945	49	20
74.9944	49	19
77.9945	49	19
