28.2394	0	1
28.2394	0	1
28.2394	0	1
32.9952	37	1
32.9952	37	1
28.2394	0	1
28.2394	0	0
28.2394	0	0
28.2394	0	0
28.2394	0	0
28.2394	0	1
28.2394	0	1
28.2394	0	1
32.9939	37	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
32.9947	37	1
28.2394	0	1
28.2394	0	1
32.9952	37	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
32.9944	37	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
28.2394	0	1
32.9939	37	2
32.9952	37	2
28.2394	0	2
28.2394	0	2
28.2394	0	2
32.9918	34	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
32.9944	34	2
32.9944	34	2
32.9944	34	2
32.9944	34	2
32.9944	34	2
28.2394	0	2
35.995	36	2
32.9944	34	2
32.9944	34	2
5.46383	34	2
32.9944	34	2
32.9944	34	2
32.9944	34	2
35.995	36	2
35.995	36	2
30.768	36	2
35.995	36	2
32.9944	34	2
32.9944	34	2
32.9944	34	2
35.995	36	2
32.9944	34	2
32.9944	34	3
32.9944	34	3
35.995	36	3
35.995	36	3
35.995	36	3
35.995	36	3
35.995	36	3
35.995	36	3
35.995	36	3
38.9945	36	3
35.995	36	3
38.9945	36	3
38.9945	36	3
35.995	36	3
35.995	36	3
35.995	36	3
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
35.995	36	2
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
37.0147	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	3
38.9945	37	4
41.9943	39	4
41.9943	39	4
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
47.9942	40	6
50.9942	41	7
47.9942	40	7
47.9942	40	7
50.9942	41	7
50.9942	41	7
47.9942	40	7
47.9942	40	7
47.9942	40	7
53.9942	41	8
47.9942	39	8
13.2063	39	8
50.9942	40	8
53.9942	41	8
47.9942	40	8
47.9942	40	8
47.9942	40	8
47.9942	41	8
50.9942	39	8
53.9942	41	8
47.9942	40	8
50.9942	41	8
50.9942	41	8
47.9942	40	8
50.9942	41	8
50.9942	41	8
50.9942	41	8
47.9942	40	8
47.9942	40	8
47.9942	40	8
47.9942	40	8
47.9942	40	8
123.264	41	7
47.9942	43	7
44.9942	41	7
47.9942	40	7
44.9942	41	7
44.9942	41	7
47.9942	43	7
47.9942	40	7
47.9942	43	7
50.9942	42	8
47.9942	40	8
47.9942	40	8
47.9942	40	9
50.9942	42	9
50.9942	42	9
50.9942	42	9
50.9942	42	9
47.9942	40	9
53.9942	43	9
50.9942	42	9
53.9942	41	9
50.9942	42	9
53.9942	41	9
56.9942	42	9
53.9942	43	9
53.9942	43	9
53.9942	43	9
53.9942	43	9
50.9942	42	9
147.468	42	9
32.9954	38	1
32.9954	38	1
32.9954	38	1
32.9954	38	1
32.995	38	2
28.2394	0	1
28.2394	0	9
28.2394	0	9
28.2394	0	9
28.2394	0	9
32.9939	36	10
32.9944	36	10
28.2394	0	10
6.98265	36	10
32.9939	36	10
35.995	36	10
50.9942	40	10
50.9942	40	10
50.9942	40	10
53.9942	41	10
56.9942	40	10
53.9942	41	10
53.9942	41	10
53.9942	41	10
53.9942	41	10
53.9942	41	10
56.9942	40	10
53.9942	39	10
50.9942	40	10
50.9942	40	10
53.9942	41	10
53.9942	41	10
53.9942	41	10
53.9942	41	10
53.9942	42	10
50.9942	41	10
47.9942	42	10
47.9942	42	9
47.9942	42	9
50.9942	41	9
50.9942	41	9
47.9942	42	9
50.9942	43	9
50.9942	43	9
50.9942	43	9
50.9942	41	9
50.9942	41	9
53.9942	42	9
47.9942	40	9
41.9943	42	8
47.9942	40	8
47.9942	40	8
38.9945	40	6
41.9943	40	6
38.9945	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	7
41.9943	40	7
38.9945	37	7
44.9942	42	7
44.9942	42	7
41.9943	38	8
47.9942	38	9
53.9942	41	9
47.9942	40	9
47.9942	38	9
44.9942	39	9
47.9942	39	9
69.9724	41	9
41.9943	35	9
41.9943	39	8
44.9942	41	7
50.9942	40	7
44.9942	41	7
41.9943	39	7
47.9942	38	7
47.9942	38	7
41.9943	36	7
47.9942	41	7
47.9942	38	7
47.9942	40	7
107.264	39	8
47.9942	39	8
56.9942	40	9
56.9942	40	9
53.9942	40	9
53.9942	40	9
56.9942	40	9
50.9942	39	9
53.9942	38	9
53.9942	39	9
50.9942	39	10
53.9942	38	10
56.9942	40	10
59.9942	41	10
59.9942	41	10
53.9942	40	10
53.9942	42	10
56.9942	40	10
53.9942	39	10
56.9942	40	10
50.9942	39	10
50.9942	39	10
53.9942	38	10
53.9942	38	10
50.9942	38	10
56.9942	40	10
50.9942	39	10
47.9942	40	10
50.9942	38	10
53.9942	41	9
53.9942	40	9
47.9942	42	9
50.9942	39	8
41.9943	41	8
47.9942	42	8
50.9942	42	8
50.9942	39	8
47.9942	36	8
47.9942	36	8
50.9942	39	8
50.9942	39	8
50.9942	39	8
50.9942	41	8
10.42	41	8
44.9942	39	8
50.9942	39	8
47.9942	39	8
47.9942	41	7
47.9942	39	7
44.9942	37	7
41.9943	36	7
44.9942	37	7
38.9945	36	7
44.9942	42	6
44.9942	42	6
38.9945	36	6
44.9942	40	6
44.9942	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
37.0251	36	6
17.0924	40	6
44.9942	40	6
41.9943	40	6
41.9943	40	6
38.9945	36	6
38.9945	36	6
41.9943	40	6
44.9942	40	6
44.9942	40	6
41.9943	42	6
44.9942	40	6
41.9943	40	6
41.9943	40	6
38.9945	36	6
38.9945	36	6
38.9945	36	6
44.9942	40	6
44.9942	40	6
38.9945	36	6
44.9942	42	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
44.9942	42	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
41.9943	40	6
47.9942	42	6
41.9943	40	6
41.9943	40	6
38.9945	36	6
41.9943	40	6
38.9945	36	6
38.9945	36	5
41.9943	40	5
41.9943	40	5
41.9943	40	5
38.9945	42	5
38.9945	42	4
35.995	38	3
35.995	38	3
35.995	38	3
38.9945	42	3
38.9945	42	3
38.9945	42	3
38.9945	42	3
38.9945	42	3
35.995	38	3
38.9945	42	3
38.9945	42	3
38.9945	42	3
35.995	38	3
44.7647	38	3
35.995	38	3
38.9945	42	3
38.9945	42	3
35.995	44	3
35.995	44	3
38.9945	42	3
35.995	48	4
32.9939	46	3
35.995	41	3
35.995	41	3
35.995	41	3
35.995	41	3
8.64911	46	3
32.9954	46	3
32.9954	46	3
32.9954	46	2
35.995	41	2
35.995	41	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
35.995	41	2
35.995	41	2
32.9954	46	2
32.9954	46	2
32.9947	35	2
35.995	41	2
32.9952	46	2
35.995	41	2
32.9954	46	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
35.995	41	2
35.995	41	2
35.995	41	2
35.995	41	2
32.9954	46	2
32.9954	46	2
32.9954	46	2
32.9954	46	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
32.9954	46	2
32.9954	46	2
32.9954	46	2
32.9954	46	2
35.995	41	2
35.995	41	2
32.9954	46	2
35.995	41	2
32.9954	46	2
35.995	41	2
32.9954	46	2
32.9947	35	2
32.9947	35	2
32.9947	35	2
32.9947	35	3
38.9945	42	3
28.2394	0	3
32.9939	35	3
